Treatments,min_current_fps,max_current_fps,mean_current_fps,mean_allocated_ram,mean_average_fps,mean_reserved_ram,mean_mono_ram,mean_cpu,mean_slider,median_slider,max_slider,AmbientOcclusion,Bloom,ChromaticAberration,ContactShadows,Fog,MicroShadowing,MotionBlur,ReflectionProbe,ScreenSpaceReflection,ScreenSpaceRefraction,Tonemapping,Vignette,WhiteBalance
" ReflectionProbe,ScreenSpaceRefraction,ContactShadows,Bloom,Vignette ",60.00096,60.00096,60.00096,167.7152,31.24194,187.3516,22.46094,12.10938,-34.76191,-34.76191,-34.76191,0,1,0,1,0,0,0,1,0,1,0,1,0
" ScreenSpaceReflection,ContactShadows,Bloom,Vignette,ReflectionProbe,Tonemapping ",32.95132,60.00528,50.47702041666667,169.50938333333332,31.204737083333338,187.3516,21.60400458333333,9.418403499999997,36.884922749999994,37.142865,74.28571,0,1,0,1,0,0,0,1,1,0,1,1,0
" ReflectionProbe,ScreenSpaceRefraction,WhiteBalance,Fog,MicroShadowing ",36.23136,36.23136,36.23136,170.0204,31.14909,187.3516,19.97656,8.723958,-51.42857,-51.42857,-51.42857,0,0,0,0,1,1,0,1,0,1,0,0,1
" AmbientOcclusion,MotionBlur,Vignette,Fog,Bloom ",32.5873,32.5873,32.5873,170.6783,31.13486,187.3516,17.13672,8.333333,-100.0,-100.0,-100.0,1,1,0,0,1,0,1,0,0,0,0,1,0
" WhiteBalance,ChromaticAberration,ScreenSpaceReflection,Tonemapping,MotionBlur ",58.93204,58.93204,58.93204,170.8511,31.23776,187.3516,21.16406,11.19792,100.0,100.0,100.0,0,0,1,0,0,0,1,0,1,0,1,0,1
" ScreenSpaceRefraction,Bloom,ScreenSpaceReflection,ContactShadows,AmbientOcclusion ",60.00276,60.00276,60.00276,171.5513,31.24195,187.3516,19.53906,10.80729,-72.85714,-72.85714,-72.85714,1,1,0,1,0,0,0,0,1,1,0,0,0
" AmbientOcclusion,MotionBlur,Vignette ",35.64224,60.01104,53.4268575,171.67489999999998,31.216260000000002,187.3516,18.7324225,10.15625,-100.0,-100.0,-100.0,1,0,0,0,0,0,1,0,0,0,0,1,0
" ScreenSpaceRefraction,ChromaticAberration,MicroShadowing,Bloom,ReflectionProbe ",60.00528,60.00528,60.00528,173.7968,31.24196,187.3516,18.22656,9.765625,18.09523,18.09523,18.09523,0,1,1,0,0,1,0,1,0,1,0,0,0
" ScreenSpaceRefraction,MotionBlur,Tonemapping,ChromaticAberration,ReflectionProbe,ContactShadows,WhiteBalance,AmbientOcclusion ",51.8363,51.8363,51.8363,175.2845,31.21005,187.3516,22.34375,11.58854,21.42857,21.42857,21.42857,1,0,1,1,0,0,1,1,0,1,1,0,1
" MotionBlur,AmbientOcclusion,MicroShadowing,ScreenSpaceReflection ",60.00204,60.00204,60.00204,173.6078,31.24194,187.3516,20.52344,11.58854,-100.0,-100.0,-100.0,1,0,0,0,0,1,1,0,1,0,0,0,0
" ReflectionProbe,ScreenSpaceReflection,WhiteBalance,MotionBlur,ChromaticAberration ",47.67921,48.95506,48.317135,177.16315,31.1963,187.3516,19.29297,11.19792,100.0,100.0,100.0,0,0,1,0,0,0,1,1,1,0,0,0,1
" Tonemapping,ReflectionProbe,ChromaticAberration,Bloom,ScreenSpaceRefraction ",56.17189,56.17189,56.17189,176.5238,31.22698,187.3516,17.40625,10.54688,57.14285,57.14285,57.14285,0,1,1,0,0,0,0,1,0,1,1,0,0
" MotionBlur,Tonemapping,MicroShadowing,ChromaticAberration,Bloom ",53.88628,53.88628,53.88628,142.4432,32.18014,182.3516,18.98438,9.765625,70.00001,70.00001,70.00001,0,1,1,0,0,1,1,0,0,0,1,0,0
" Tonemapping,WhiteBalance,Vignette,ScreenSpaceReflection,ReflectionProbe,MicroShadowing ",49.71835,49.71835,49.71835,142.5837,32.16386,182.3516,19.39063,10.9375,24.7619,24.7619,24.7619,0,0,0,0,0,1,0,1,1,0,1,1,1
" ContactShadows,ScreenSpaceReflection,MicroShadowing,Bloom,ReflectionProbe,Tonemapping ",37.23091,37.23091,37.23091,146.6879,32.11508,182.3516,21.41406,12.76042,23.80953,23.80953,23.80953,0,1,0,1,0,1,0,1,1,0,1,0,0
" AmbientOcclusion,Tonemapping,MicroShadowing,ScreenSpaceRefraction,ContactShadows ",60.00276,60.00276,60.00276,146.1395,32.20403,182.3516,17.94531,12.5,43.33334,43.33334,43.33334,1,0,0,1,0,1,0,0,0,1,1,0,0
" Bloom,AmbientOcclusion,Fog,ContactShadows,ReflectionProbe ",27.57525,44.34845,35.96185,148.0475,32.110125,182.3516,22.205080000000002,13.93229,-25.952379999999998,-25.952379999999998,-26.19048,1,1,0,1,1,0,0,1,0,0,0,0,0
" ContactShadows,MotionBlur,ReflectionProbe,Tonemapping,MicroShadowing ",40.89779,40.89779,40.89779,147.9957,32.12941,182.3516,20.59766,13.41146,66.19048,66.19048,66.19048,0,0,0,1,0,1,1,1,0,0,1,0,0
" MotionBlur,MicroShadowing,Tonemapping,Vignette,ScreenSpaceReflection ",60.0006,60.0006,60.0006,147.7479,32.20403,182.3516,19.19141,9.114583,44.28571,44.28571,44.28571,0,0,0,0,0,1,1,0,1,0,1,1,0
" Fog,MotionBlur,MicroShadowing,ContactShadows,ScreenSpaceRefraction ",37.47508,37.47508,37.47508,152.7305,32.11604,182.3516,20.91406,10.67708,39.04762,39.04762,39.04762,0,0,0,1,1,1,1,0,0,1,0,0,0
" Vignette,ContactShadows,ReflectionProbe,AmbientOcclusion,Fog ",30.05079,30.05079,30.05079,155.3571,32.08704,182.3516,18.40625,10.41667,-33.80952,-33.80952,-33.80952,1,0,0,1,1,0,0,1,0,0,0,1,0
" ScreenSpaceRefraction,MicroShadowing,MotionBlur,Vignette,Tonemapping ",45.90715,45.90715,45.90715,155.1377,32.14897,186.3516,21.58594,11.58854,24.28571,24.28571,24.28571,0,0,0,0,0,1,1,0,0,1,1,1,0
" ReflectionProbe,Vignette,WhiteBalance ",33.6399,60.00348,53.693133939393924,155.40714545454549,32.179387272727276,186.3516,22.369081818181815,11.174242818181815,-62.71284277272728,-70.0,-100.0,0,0,0,0,0,0,0,1,0,0,0,1,1
" Tonemapping,Bloom,Fog,ChromaticAberration,ContactShadows,MotionBlur,ScreenSpaceReflection,Vignette ",23.41608,49.98051,35.25321052631579,157.0083,32.107357368421056,186.3516,19.64124210526316,9.765625,58.14536459999999,66.19048,100.0,0,1,1,1,1,0,1,0,1,0,1,1,0
" MicroShadowing,AmbientOcclusion,WhiteBalance,Tonemapping,ReflectionProbe,MotionBlur,ChromaticAberration,ScreenSpaceRefraction ",32.39024,60.0024,51.69763076923078,157.14730769230772,32.17159230769231,186.3516,22.61147846153846,10.296476153846156,58.75458,56.19048,100.0,1,0,1,0,0,1,1,1,0,1,1,0,1
" MicroShadowing,ReflectionProbe,Tonemapping,ScreenSpaceRefraction,ContactShadows ",32.56438,60.00456,52.25698076923077,157.7719846153846,32.17377692307693,186.3516,21.26953307692308,15.625,66.63004,65.23811,100.0,0,0,0,1,0,1,0,1,0,1,1,0,0
" AmbientOcclusion,ContactShadows,Vignette,Tonemapping,WhiteBalance,ScreenSpaceRefraction ",34.47456,60.00276,51.77880423076924,158.36826923076922,32.17190923076923,186.3516,20.038461923076927,11.848959999999998,-65.87912250000001,-80.0,-100.0,1,0,0,1,0,0,0,0,0,1,1,1,1
" WhiteBalance,AmbientOcclusion,ChromaticAberration,Vignette,ScreenSpaceReflection ",33.55029,60.0024,53.62177142857144,159.6415285714286,32.17910821428572,186.3516,19.29631857142857,11.086311428571433,71.24149790357143,100.0,100.0,1,0,1,0,0,0,0,0,1,0,0,1,1
" WhiteBalance,Fog,Tonemapping,AmbientOcclusion,ScreenSpaceRefraction ",24.56465,40.36246,32.27943133333333,160.80454,32.09574,186.3516,17.19505333333333,10.156248266666667,65.84127266666665,78.57143,100.0,1,0,0,0,1,0,0,0,0,1,1,0,1
" WhiteBalance,Bloom,Tonemapping,MicroShadowing,ContactShadows ",39.99664,60.00132,56.40713187499998,160.17333125,32.189988750000005,186.3516,21.557373124999998,12.703450624999999,50.0595271875,52.619055,95.71428,0,1,0,1,0,1,0,0,0,0,1,0,1
" ContactShadows,Tonemapping,ScreenSpaceRefraction,Fog,Bloom ",28.75968,46.00832,37.319479,162.04558000000003,32.115428,186.3516,20.419141000000003,10.9375,-50.952381939999995,-46.904765,-100.0,0,1,0,1,1,0,0,0,0,1,1,0,0
" ReflectionProbe,AmbientOcclusion ",33.44336,60.00456,53.203261,161.70871999999997,32.1774745,186.3516,17.874999999999996,12.239579999999997,72.50000295,92.142855,100.0,1,0,0,0,0,0,0,1,0,0,0,0,0
" Bloom,Vignette,ReflectionProbe,ScreenSpaceReflection,AmbientOcclusion,Tonemapping,MicroShadowing,WhiteBalance ",31.06352,60.01141,49.597604000000004,163.38404,32.16338849999999,186.3516,22.59629,9.733073450000001,55.40476395,56.428574999999995,100.0,1,1,0,0,0,1,0,1,1,0,1,1,1
" ContactShadows,Tonemapping,AmbientOcclusion,ChromaticAberration,MotionBlur ",33.32911,60.00168,50.55421583333334,163.990125,32.16712583333334,186.3516,22.244140833333333,10.698782916666667,50.595238458333334,50.47619,100.0,1,0,1,1,0,0,1,0,0,0,1,0,0
" MotionBlur,ChromaticAberration,Bloom,ContactShadows,WhiteBalance ",32.68636,60.00348,51.8986168,164.67923599999997,32.172378,186.3516,19.5420312,10.807289999999998,-55.047619575999995,-50.0,-100.0,0,1,1,1,0,0,1,0,0,0,0,0,1
" Fog,ScreenSpaceRefraction,Vignette,ChromaticAberration,AmbientOcclusion,ContactShadows ",27.39336,50.52674,37.48804249999999,165.65679375,32.116085625,186.3516,17.71850625,10.286460000000002,-55.059525218750004,-61.666664999999995,-100.0,1,0,1,1,1,0,0,0,0,1,0,1,0
" Tonemapping,Fog,ContactShadows,Vignette,MotionBlur ",25.79727,42.32733,33.817528333333335,166.46620833333333,32.10174833333333,186.3516,22.0670575,11.588541666666666,50.91269965833334,47.857145,100.0,0,0,0,1,1,0,1,0,0,0,1,1,0
" Fog,Tonemapping,ScreenSpaceRefraction,MotionBlur,WhiteBalance,Bloom ",24.93697,38.37682,31.805747142857147,166.7960285714286,32.09389,186.3516,20.135604285714287,12.10938,37.482999,37.14287,69.52381,0,1,0,0,1,0,1,0,0,1,1,0,1
" Fog,Vignette,WhiteBalance,ReflectionProbe,ContactShadows ",24.22581,50.78333,36.557047692307684,167.5897076923077,32.11245,186.3516,22.62980846153846,10.24639576923077,42.05129010769231,51.90476,77.14287,0,0,0,1,1,0,0,1,0,0,0,1,1
" Tonemapping,ReflectionProbe,Bloom,MotionBlur,Vignette ",38.91914,60.0006,54.074813000000006,166.32557,32.18088,186.3516,19.495314,11.848960000000002,38.0476216,40.2381,73.33334,0,1,0,0,0,0,1,1,0,0,1,1,0
" MicroShadowing,WhiteBalance,ScreenSpaceRefraction,Tonemapping,MotionBlur,AmbientOcclusion ",42.58908,60.00168,53.48324727272727,167.8752,32.17856636363637,186.3516,19.27769909090909,12.760419999999998,25.36796322727273,22.38095,54.76191,1,0,0,0,0,1,1,0,0,1,1,0,1
" ChromaticAberration,Tonemapping,MicroShadowing,Vignette,ScreenSpaceRefraction ",35.18909,60.00024,52.9362294736842,168.2709157894737,32.17643,186.3516,20.696957894736848,10.286460000000002,-26.96741849473684,-20.95238,-78.09524,0,0,1,0,0,1,0,0,0,1,1,1,0
" ReflectionProbe,AmbientOcclusion,Tonemapping,MotionBlur,Bloom ",31.30733,60.00168,50.02166833333334,169.04186666666666,32.16504555555556,186.3516,19.421657777777778,8.463542,48.2804253,45.71429,100.0,1,1,0,0,0,0,1,1,0,0,1,0,0
" AmbientOcclusion,ContactShadows,WhiteBalance,ReflectionProbe,Fog,Tonemapping,MotionBlur ",26.56882,45.18732,35.261810000000004,170.56705833333334,32.10739,186.3516,18.278645833333336,9.114582999999998,26.746037024999996,15.2381,77.61905,1,0,0,1,1,0,1,1,0,0,1,0,1
" WhiteBalance,Vignette,MotionBlur,ScreenSpaceRefraction,ContactShadows ",39.36589,60.0006,55.592196666666666,169.957275,32.18680416666667,186.3516,21.919270833333332,8.072917000000002,-44.880952783333335,-45.0,-93.33334,0,0,0,1,0,0,1,0,0,1,0,1,1
" Fog,AmbientOcclusion,ContactShadows,Vignette,ScreenSpaceRefraction,ReflectionProbe ",24.82301,42.59524,32.31146363636364,172.2093727272727,32.09586454545455,186.3516,20.179689090909086,11.588539999999997,51.2554173090909,51.42858,100.0,1,0,0,1,1,0,0,1,0,1,0,1,0
" AmbientOcclusion,ScreenSpaceRefraction,Vignette,Tonemapping,ScreenSpaceReflection ",33.6959,60.00132,51.12735375,171.97556874999998,32.169364375,186.3516,17.850586875,14.453129999999994,42.32142843125,47.38095,76.19048,1,0,0,0,0,0,0,0,1,1,1,1,0
" Bloom,ScreenSpaceReflection,MotionBlur,Fog,Vignette ",26.77498,44.28992,34.62619666666667,173.23431333333338,32.104906,186.3516,22.022917999999997,11.006947333333335,40.82540179333333,50.47619,71.90477,0,1,0,0,1,0,1,0,1,0,0,1,0
" ScreenSpaceRefraction,Vignette,ChromaticAberration,AmbientOcclusion,ScreenSpaceReflection ",33.64002,60.00276,49.79188083333333,173.51365,32.1641475,186.3516,17.767252499999998,12.630210000000003,-51.23016028333334,-51.666669999999996,-100.0,1,0,1,0,0,0,0,0,1,1,0,1,0
" MicroShadowing,MotionBlur,Vignette,Tonemapping,ScreenSpaceRefraction ",54.06282,54.06282,54.06282,142.9481,57.4081,180.3516,21.07031,9.635417,50.0,50.0,50.0,0,0,0,0,0,1,1,0,0,1,1,1,0
" ScreenSpaceRefraction,ScreenSpaceReflection,MicroShadowing,AmbientOcclusion,ContactShadows ",50.17033,50.17033,50.17033,144.7383,57.39289,180.3516,19.65234,8.854167,-72.38095,-72.38095,-72.38095,1,0,0,1,0,1,0,0,1,1,0,0,0
" ChromaticAberration,ScreenSpaceReflection,ReflectionProbe,ScreenSpaceRefraction,Fog ",39.1195,39.1195,39.1195,143.8823,57.34972,179.3516,17.50391,10.9375,33.80953,33.80953,33.80953,0,0,1,0,1,0,0,1,1,1,0,0,0
" Fog,ChromaticAberration,ScreenSpaceRefraction,Bloom,ScreenSpaceReflection,MotionBlur ",50.41618,50.41618,50.41618,144.8876,57.39385,179.3516,20.19922,9.505208,-50.95238,-50.95238,-50.95238,0,1,1,0,1,0,1,0,1,1,0,0,0
" Fog,ScreenSpaceReflection,ContactShadows,Tonemapping,MotionBlur,ChromaticAberration,WhiteBalance,ScreenSpaceRefraction ",30.17483,30.17483,30.17483,144.6048,57.31479,179.3516,17.8125,9.505208,37.14286,37.14286,37.14286,0,0,1,1,1,0,1,0,1,1,1,0,1
" Tonemapping,Vignette,ScreenSpaceRefraction,ScreenSpaceReflection,ContactShadows ",57.65416,57.65416,57.65416,145.3532,57.42213,180.3516,21.44531,11.06771,-48.09524,-48.09524,-48.09524,0,0,0,1,0,0,0,0,1,1,1,1,0
" ScreenSpaceRefraction,AmbientOcclusion,ContactShadows,ScreenSpaceReflection,Vignette ",45.27796,45.27796,45.27796,146.162,57.37378,180.3516,19.58594,7.682292,-100.0,-100.0,-100.0,1,0,0,1,0,0,0,0,1,1,0,1,0
" ScreenSpaceRefraction,AmbientOcclusion,Bloom,ChromaticAberration,MotionBlur,ReflectionProbe ",59.70969,59.70969,59.70969,145.5919,57.43016,182.3516,18.34766,13.28125,-100.0,-100.0,-100.0,1,1,1,0,0,0,1,1,0,1,0,0,0
" MicroShadowing,ScreenSpaceRefraction,AmbientOcclusion,Fog,Tonemapping ",37.76578,37.76578,37.76578,148.6315,57.34444,182.3516,18.10156,12.36979,59.52382,59.52382,59.52382,1,0,0,0,1,1,0,0,0,1,1,0,0
" MicroShadowing,Bloom,ScreenSpaceRefraction,MotionBlur,ContactShadows ",59.99772,59.99772,59.99772,145.7354,57.43128,182.3516,20.4375,13.15104,-100.0,-100.0,-100.0,0,1,0,1,0,1,1,0,0,1,0,0,0
" ScreenSpaceRefraction,Tonemapping,MotionBlur,ReflectionProbe,Vignette ",58.95218,58.95218,58.95218,146.9017,57.4272,182.3516,21.07422,11.45833,47.61906,47.61906,47.61906,0,0,0,0,0,0,1,1,0,1,1,1,0
" Vignette,Fog,AmbientOcclusion ",31.85728,31.85728,31.85728,149.5997,57.32136,182.3516,17.69141,9.635417,-100.0,-100.0,-100.0,1,0,0,0,1,0,0,0,0,0,0,1,0
" WhiteBalance,Bloom,ScreenSpaceRefraction,AmbientOcclusion,ScreenSpaceReflection ",39.09809,39.09809,39.09809,150.3127,57.34964,182.3516,21.74609,13.41146,100.0,100.0,100.0,1,1,0,0,0,0,0,0,1,1,0,0,1
" ReflectionProbe,Tonemapping,WhiteBalance,Bloom,MotionBlur,Fog,AmbientOcclusion ",35.62548,35.62548,35.62548,151.5784,57.33607,182.3516,20.57031,8.463542,46.66667,46.66667,46.66667,1,1,0,0,1,0,1,1,0,0,1,0,1
" Tonemapping,ScreenSpaceReflection,ChromaticAberration,MicroShadowing,AmbientOcclusion,Bloom ",53.49396,53.49396,53.49396,151.2054,57.40588,182.3516,17.34375,13.15104,36.66668,36.66668,36.66668,1,1,1,0,0,1,0,0,1,0,1,0,0
" Tonemapping,ScreenSpaceReflection,WhiteBalance,Bloom ",60.00132,60.00132,60.00132,150.8061,57.43129,182.3516,21.67188,13.02083,100.0,100.0,100.0,0,1,0,0,0,0,0,0,1,0,1,0,1
" AmbientOcclusion,ContactShadows,ScreenSpaceRefraction,Tonemapping,Bloom ",60.00168,60.00168,60.00168,152.2735,57.4313,182.3516,22.30078,9.635417,46.66667,46.66667,46.66667,1,1,0,1,0,0,0,0,0,1,1,0,0
" Bloom,ContactShadows,AmbientOcclusion,Tonemapping,ScreenSpaceReflection ",41.5448,60.0006,53.67840666666667,152.3803,57.406596666666665,182.3516,19.06771,12.89063,100.0,100.0,100.0,1,1,0,1,0,0,0,0,1,0,1,0,0
" ScreenSpaceRefraction,ChromaticAberration,Vignette,ContactShadows,MotionBlur ",34.92388,34.92388,34.92388,154.6191,57.33334,182.3516,17.79688,13.93229,-100.0,-100.0,-100.0,0,0,1,1,0,0,1,0,0,1,0,1,0
" ContactShadows,Fog,ReflectionProbe,ScreenSpaceRefraction,Bloom ",28.73505,28.73505,28.73505,155.7858,57.30916,182.3516,22.12891,11.19792,100.0,100.0,100.0,0,1,0,1,1,0,0,1,0,1,0,0,0
" Tonemapping,ScreenSpaceReflection,Vignette,MicroShadowing,AmbientOcclusion ",60.0006,60.0006,60.0006,154.5354,57.43129,182.3516,20.88672,11.19792,-38.09524,-38.09524,-38.09524,1,0,0,0,0,1,0,0,1,0,1,1,0
" MicroShadowing,ReflectionProbe,AmbientOcclusion,ChromaticAberration,Bloom ",49.00207,49.00207,49.00207,156.4914,57.38833,182.3516,17.80469,11.06771,100.0,100.0,100.0,1,1,1,0,0,1,0,1,0,0,0,0,0
" ContactShadows,Bloom,Fog,AmbientOcclusion,MotionBlur ",28.25258,28.25258,28.25258,156.9789,57.30728,182.3516,22.55859,11.06771,-41.42857,-41.42857,-41.42857,1,1,0,1,1,0,1,0,0,0,0,0,0
" ScreenSpaceReflection,Tonemapping,ContactShadows,MotionBlur,Vignette,ChromaticAberration ",33.70328,33.70328,33.70328,157.5243,57.32857,182.3516,21.10156,10.02604,47.61906,47.61906,47.61906,0,0,1,1,0,0,1,0,1,0,1,1,0
" Tonemapping,MotionBlur,AmbientOcclusion ",48.92847,48.92847,48.92847,159.1744,57.38804,182.3516,19.74219,10.02604,74.7619,74.7619,74.7619,1,0,0,0,0,0,1,0,0,0,1,0,0
" Fog,MotionBlur,ScreenSpaceRefraction,Tonemapping,WhiteBalance ",30.1086,30.1086,30.1086,159.5201,57.31453,186.3516,17.33203,9.505208,100.0,100.0,100.0,0,0,0,0,1,0,1,0,0,1,1,0,1
" MotionBlur,ScreenSpaceReflection,ReflectionProbe,ScreenSpaceRefraction ",50.53236,50.53236,50.53236,160.2297,57.39431,186.3516,21.67969,11.84896,54.28572,54.28572,54.28572,0,0,0,0,0,0,1,1,1,1,0,0,0
" WhiteBalance,Bloom,MicroShadowing,ScreenSpaceReflection,ContactShadows ",60.0006,60.0006,60.0006,160.2784,57.43129,186.3516,18.08984,10.15625,-100.0,-100.0,-100.0,0,1,0,1,0,1,0,0,1,0,0,0,1
" ScreenSpaceRefraction,ScreenSpaceReflection,Vignette,Fog,ContactShadows ",27.48967,27.48967,27.48967,162.1504,57.30429,186.3516,22.53906,10.54688,-51.90477,-51.90477,-51.90477,0,0,0,1,1,0,0,0,1,1,0,1,0
" AmbientOcclusion,ReflectionProbe,Tonemapping,MotionBlur,ContactShadows ",60.00096,60.00096,60.00096,160.6534,57.43129,186.3516,20.00781,13.02083,-100.0,-100.0,-100.0,1,0,0,1,0,0,1,1,0,0,1,0,0
" AmbientOcclusion,ChromaticAberration,Vignette,Bloom,ScreenSpaceReflection ",57.85899,57.85899,57.85899,163.6986,57.42293,186.3516,18.33984,9.505208,-100.0,-100.0,-100.0,1,1,1,0,0,0,0,0,1,0,0,1,0
" ScreenSpaceRefraction,WhiteBalance,Fog,MicroShadowing,Bloom ",33.5032,33.5032,33.5032,164.406,57.32779,186.3516,17.10547,8.59375,-100.0,-100.0,-100.0,0,1,0,0,1,1,0,0,0,1,0,0,1
" ContactShadows,WhiteBalance,Fog,ScreenSpaceRefraction,Vignette ",41.31702,41.31702,41.31702,164.6654,57.35831,186.3516,20.60547,11.84896,51.90476,51.90476,51.90476,0,0,0,1,1,0,0,0,0,1,0,1,1
" Vignette,ChromaticAberration,MotionBlur,Tonemapping,MicroShadowing ",40.82116,58.92127,49.871215,164.375,57.39172,186.3516,17.687505,7.291667,-65.95238499999999,-65.95238499999999,-66.19048,0,0,1,0,0,1,1,0,0,0,1,1,0
" ContactShadows,Fog,ScreenSpaceReflection,MicroShadowing,Vignette ",30.51851,30.51851,30.51851,166.3419,57.31613,186.3516,22.01563,10.54688,-100.0,-100.0,-100.0,0,0,0,1,1,1,0,0,1,0,0,1,0
" MicroShadowing,AmbientOcclusion,Tonemapping,ScreenSpaceReflection ",57.28262,57.28262,57.28262,164.4414,57.42067,186.3516,20.92578,13.28125,-59.04762,-59.04762,-59.04762,1,0,0,0,0,1,0,0,1,0,1,0,0
" Tonemapping,AmbientOcclusion,Bloom,ScreenSpaceReflection,WhiteBalance ",48.79144,60.0006,54.39602,164.41535,57.67169,185.3516,19.8125,11.783854999999999,74.047625,74.047625,100.0,1,1,0,0,0,0,0,0,1,0,1,0,1
" ScreenSpaceRefraction,Vignette,ScreenSpaceReflection,MotionBlur,ChromaticAberration ",47.39404,48.10283,47.748435,167.63255,57.383435,186.3516,22.509770000000003,14.0625,-75.476195,-75.476195,-75.71429,0,0,1,0,0,0,1,0,1,1,0,1,0
" WhiteBalance,Bloom,AmbientOcclusion,Vignette,Tonemapping,MotionBlur ",60.01212,60.01212,60.01212,166.7297,57.43134,186.3516,21.18359,11.45833,100.0,100.0,100.0,1,1,0,0,0,0,1,0,0,0,1,1,1
" ReflectionProbe,AmbientOcclusion,MicroShadowing,ScreenSpaceRefraction,MotionBlur ",45.5934,45.5934,45.5934,169.7038,57.37502,186.3516,19.5,9.765625,-58.57143,-58.57143,-58.57143,1,0,0,0,0,1,1,1,0,1,0,0,0
" Vignette,Fog,MotionBlur,ChromaticAberration,Tonemapping ",48.56373,48.56373,48.56373,170.3293,57.38662,186.3516,18.26953,12.36979,-100.0,-100.0,-100.0,0,0,1,0,1,0,1,0,0,0,1,1,0
" Fog,MotionBlur,MicroShadowing,ReflectionProbe,Tonemapping ",40.39098,40.39098,40.39098,171.3697,57.35469,186.3516,22.19531,13.93229,-58.09524,-58.09524,-58.09524,0,0,0,0,1,1,1,1,0,0,1,0,0
" AmbientOcclusion,ContactShadows,Bloom,ChromaticAberration,MicroShadowing ",58.9355,58.9355,58.9355,169.7366,57.42713,186.3516,19.32422,13.54167,-100.0,-100.0,-100.0,1,1,1,1,0,1,0,0,0,0,0,0,0
" Fog,AmbientOcclusion,Bloom,ScreenSpaceRefraction ",32.44331,32.44331,32.44331,172.7188,57.32365,186.3516,17.43359,8.463542,-100.0,-100.0,-100.0,1,1,0,0,1,0,0,0,0,1,0,0,0
" ScreenSpaceReflection,ContactShadows,ScreenSpaceRefraction,ChromaticAberration,AmbientOcclusion ",58.03225,58.03225,58.03225,173.7495,57.4236,186.3516,22.19922,13.54167,100.0,100.0,100.0,1,0,1,1,0,0,0,0,1,1,0,0,0
" Bloom,ScreenSpaceReflection,MotionBlur,Tonemapping,ChromaticAberration,WhiteBalance,ScreenSpaceRefraction,Vignette,Fog,AmbientOcclusion ",27.12342,27.12342,27.12342,173.8106,57.30286,186.3516,19.10156,12.10938,100.0,100.0,100.0,1,1,1,0,1,0,1,0,1,1,1,1,1
" ReflectionProbe,MotionBlur,ChromaticAberration,WhiteBalance,ContactShadows ",59.99916,59.99916,59.99916,172.1318,57.43129,186.3516,17.24609,10.54688,-100.0,-100.0,-100.0,0,0,1,1,0,0,1,1,0,0,0,0,1
" AmbientOcclusion,Vignette,Fog,Tonemapping,Bloom,MicroShadowing,ReflectionProbe,ScreenSpaceRefraction ",27.2513,27.2513,27.2513,174.695,57.30336,186.3516,21.43359,7.682292,-100.0,-100.0,-100.0,1,1,0,0,1,1,0,1,0,1,1,1,0
" Tonemapping,Fog,ContactShadows,AmbientOcclusion,ChromaticAberration ",27.15156,27.15156,27.15156,175.1283,57.30297,186.3516,18.91016,10.54688,100.0,100.0,100.0,1,0,1,1,1,0,0,0,0,0,1,0,0
" WhiteBalance,Vignette,Tonemapping ",59.83474,59.83474,59.83474,177.0067,57.43064,186.3516,17.10938,10.54688,-100.0,-100.0,-100.0,0,0,0,0,0,0,0,0,0,0,1,1,1
" ReflectionProbe,ScreenSpaceRefraction,WhiteBalance,Tonemapping,Bloom ",60.00024,60.00024,60.00024,174.4981,57.43129,186.3516,21.04688,8.463542,100.0,100.0,100.0,0,1,0,0,0,0,0,1,0,1,1,0,1
" ChromaticAberration,ContactShadows,ReflectionProbe,Fog,MotionBlur,ScreenSpaceRefraction ",29.11598,29.11598,29.11598,178.5689,57.31065,186.3516,19.90234,11.19792,-100.0,-100.0,-100.0,0,0,1,1,1,0,1,1,0,1,0,0,0
" MicroShadowing,AmbientOcclusion,Bloom,ContactShadows ",57.87807,57.87807,57.87807,176.3111,57.423,186.3516,17.58203,10.02604,-100.0,-100.0,-100.0,1,1,0,1,0,1,0,0,0,0,0,0,0
" ScreenSpaceRefraction,Tonemapping,Bloom,MicroShadowing,MotionBlur,ReflectionProbe,Fog ",34.29496,34.29496,34.29496,179.3367,57.33088,186.3516,22.51563,11.71875,-73.33334,-73.33334,-73.33334,0,1,0,0,1,1,1,1,0,1,1,0,0
" ChromaticAberration,ScreenSpaceReflection,Fog,Bloom,ScreenSpaceRefraction,AmbientOcclusion ",37.92706,37.92706,37.92706,180.3829,57.34507,186.3516,19.25391,10.80729,-100.0,-100.0,-100.0,1,1,1,0,1,0,0,0,1,1,0,0,0
" MotionBlur,Tonemapping,Bloom,Fog,ReflectionProbe ",36.98649,36.98649,36.98649,177.5023,57.34139,186.3516,17.10156,10.15625,100.0,100.0,100.0,0,1,0,0,1,0,1,1,0,0,1,0,0
" Tonemapping,Vignette,ScreenSpaceReflection,AmbientOcclusion,WhiteBalance,Fog,MotionBlur,Bloom ",43.90741,43.90741,43.90741,142.1738,57.89301,180.3516,17.90234,9.375,100.0,100.0,100.0,1,1,0,0,1,0,1,0,1,0,1,1,1
