Treatments,min_current_fps,max_current_fps,mean_current_fps,mean_allocated_ram,mean_average_fps,mean_reserved_ram,mean_mono_ram,mean_cpu,mean_slider,median_slider,max_slider,AmbientOcclusion,Bloom,ChromaticAberration,ContactShadows,Fog,MicroShadowing,MotionBlur,ReflectionProbe,ScreenSpaceReflection,ScreenSpaceRefraction,Tonemapping,Vignette,WhiteBalance
" ContactShadows,ReflectionProbe,Bloom,Fog,ChromaticAberration ",40.92758,50.43271,45.36780666666667,158.66283333333334,40.71178333333334,186.3516,19.799476666666667,9.244791666666666,-9.206343333333335,-30.95238,47.61906,0,1,1,1,1,0,0,1,0,0,0,0,0
" Bloom,ReflectionProbe,Tonemapping,MotionBlur,ChromaticAberration,Fog ",32.40745,32.40745,32.40745,159.2506,40.66116,186.3516,22.0,9.505208,78.09525,78.09525,78.09525,0,1,1,0,1,0,1,1,0,0,1,0,0
" ContactShadows,WhiteBalance,Tonemapping,Fog,MotionBlur,AmbientOcclusion ",28.68288,44.48577,35.414593333333336,159.55613333333335,40.67290333333333,186.3516,19.72396,10.807293333333334,50.31746666666667,30.95239,89.52382,1,0,0,1,1,0,1,0,0,0,1,0,1
" Fog,Tonemapping,ReflectionProbe,MicroShadowing ",25.51964,41.87114,35.323029999999996,160.13353333333333,40.67254333333333,186.3516,20.63802,10.112848,70.00000333333332,66.66667,77.14286,0,0,0,0,1,1,0,1,0,0,1,0,0
" Tonemapping,MicroShadowing,Bloom,MotionBlur,AmbientOcclusion ",57.24852,57.76407,57.506294999999994,160.2208,40.759195,186.3516,21.72461,12.825524999999999,-38.095240000000004,-38.095240000000004,-52.85714,1,1,0,0,0,1,1,0,0,0,1,0,0
" ScreenSpaceReflection,WhiteBalance,ChromaticAberration,ScreenSpaceRefraction,ContactShadows,Fog ",25.35266,32.36822,28.86044,161.48590000000002,40.6473,186.3516,18.916015,10.0911475,69.28571,69.28571,91.42857,0,0,1,1,1,0,0,0,1,1,0,0,1
" Vignette,MotionBlur,WhiteBalance ",58.89629,58.89629,58.89629,159.0905,40.76463,186.3516,21.98047,9.244792,-38.57143,-38.57143,-38.57143,0,0,0,0,0,0,1,0,0,0,0,1,1
" MicroShadowing,ScreenSpaceRefraction,Fog,ScreenSpaceReflection,WhiteBalance ",32.85842,33.35913,33.108775,162.55355,40.6639,186.3516,21.191405,9.895836,-5.23809,-5.23809,-70.0,0,0,0,0,1,1,0,0,1,1,0,0,1
" ContactShadows,ReflectionProbe,WhiteBalance,Fog,MicroShadowing ",30.34625,33.56031,31.95328,163.07885,40.659385,186.3516,18.71875,9.375,78.809525,78.809525,81.42857,0,0,0,1,1,1,0,1,0,0,0,0,1
" WhiteBalance,AmbientOcclusion,ContactShadows,Tonemapping,Vignette,MicroShadowing,Bloom ",51.68172,59.9988,55.84026,162.36419999999998,40.752695,186.3516,20.291020000000003,11.328125,68.333335,68.333335,85.2381,1,1,0,1,0,1,0,0,0,0,1,1,1
" ReflectionProbe,WhiteBalance,AmbientOcclusion,Bloom,MotionBlur ",44.37738,44.37738,44.37738,163.1003,40.70791,186.3516,20.66016,11.32813,86.66668,86.66668,86.66668,1,1,0,0,0,0,1,1,0,0,0,0,1
" Bloom,Fog,Tonemapping,MicroShadowing,ReflectionProbe,ChromaticAberration,ScreenSpaceRefraction ",30.06506,34.33595,32.200505,164.65089999999998,40.660349999999994,186.3516,19.24219,9.1145835,29.047625,29.047625,89.52382,0,1,1,0,1,1,0,1,0,1,1,0,0
" ChromaticAberration,Bloom,ReflectionProbe,Vignette,WhiteBalance ",39.91012,49.14657,44.528345,165.12225,40.7085,186.3516,18.275395000000003,14.257815,13.571434999999997,13.571434999999997,78.09525,0,1,1,0,0,0,0,1,0,0,0,1,1
" AmbientOcclusion,Bloom,Tonemapping,Vignette,MotionBlur ",38.43685,38.43685,38.43685,165.7927,40.68471,186.3516,21.87109,10.67708,28.57143,28.57143,28.57143,1,1,0,0,0,0,1,0,0,0,1,1,0
" Bloom,ChromaticAberration,WhiteBalance,ReflectionProbe,AmbientOcclusion,Tonemapping,ScreenSpaceReflection,ScreenSpaceRefraction,Vignette ",59.99736,59.99736,59.99736,164.2971,40.76893,186.3516,20.23047,11.19792,49.52382,49.52382,49.52382,1,1,1,0,0,0,0,1,1,1,1,1,1
" Vignette,ReflectionProbe,Tonemapping,ChromaticAberration,ContactShadows ",33.333,33.333,33.333,143.4808,56.35807,180.3516,22.73438,14.19271,42.38097,42.38097,42.38097,0,0,1,1,0,0,0,1,0,0,1,1,0
" ScreenSpaceReflection,ReflectionProbe,MicroShadowing,Vignette,ContactShadows ",60.0006,60.0006,60.0006,143.8214,56.46225,179.3516,21.96875,13.54167,72.38096,72.38096,72.38096,0,0,0,1,0,1,0,1,1,0,0,1,0
" MotionBlur,Vignette,ChromaticAberration,ScreenSpaceReflection ",50.20307,50.20307,50.20307,145.5707,56.42397,179.3516,19.14844,11.58854,-44.76191,-44.76191,-44.76191,0,0,1,0,0,0,1,0,1,0,0,1,0
" MicroShadowing,WhiteBalance,Vignette,ScreenSpaceReflection ",54.94535,54.94535,54.94535,144.8953,56.4425,179.3516,17.50391,12.36979,32.85714,32.85714,32.85714,0,0,0,0,0,1,0,0,1,0,0,1,1
" Bloom,MicroShadowing,ScreenSpaceRefraction,ScreenSpaceReflection,WhiteBalance ",51.67585,51.67585,51.67585,146.5534,56.42973,179.3516,22.55469,11.32813,50.95238,50.95238,50.95238,0,1,0,0,0,1,0,0,1,1,0,0,1
" ReflectionProbe,MicroShadowing,AmbientOcclusion,Fog,ScreenSpaceRefraction ",28.60821,28.60821,28.60821,147.396,56.33962,179.3516,21.41016,10.28646,-29.04762,-29.04762,-29.04762,1,0,0,0,1,1,0,1,0,1,0,0,0
" ContactShadows,Fog,WhiteBalance,ScreenSpaceRefraction,Tonemapping,ScreenSpaceReflection,ReflectionProbe ",29.5428,29.5428,29.5428,149.3217,56.34327,179.3516,18.09766,7.8125,20.95238,20.95238,20.95238,0,0,0,1,1,0,0,1,1,1,1,0,1
" Bloom,Tonemapping,Fog,ScreenSpaceReflection,MotionBlur ",26.66489,26.66489,26.66489,149.8779,56.33203,179.3516,20.51953,8.984375,75.2381,75.2381,75.2381,0,1,0,0,1,0,1,0,1,0,1,0,0
" Tonemapping,MotionBlur,ContactShadows,ScreenSpaceReflection,AmbientOcclusion,Fog ",46.00345,46.00345,46.00345,150.3507,56.40757,180.3516,18.32031,11.19792,76.66668,76.66668,76.66668,1,0,0,1,1,0,1,0,1,0,1,0,0
" ScreenSpaceReflection,MotionBlur,ContactShadows,Bloom,Tonemapping,ChromaticAberration,WhiteBalance ",60.00096,60.00096,60.00096,149.4491,56.46225,179.3516,20.61719,12.5,100.0,100.0,100.0,0,1,1,1,0,0,1,0,1,0,1,0,1
" Tonemapping,ChromaticAberration,MotionBlur,WhiteBalance,Bloom ",52.24743,60.00024,56.123835,150.4681,56.4471,179.8516,19.384765,10.15625,-44.28571,-44.28571,-44.28571,0,1,1,0,0,0,1,0,0,0,1,0,1
" Vignette,MotionBlur,MicroShadowing,ChromaticAberration,Fog,ScreenSpaceRefraction,ReflectionProbe,WhiteBalance,ScreenSpaceReflection ",31.4806,35.52587,33.503235,152.33044999999998,56.35874,180.3516,18.72656,9.895833,-26.42857,-26.42857,-27.14286,0,0,1,0,1,1,1,1,1,1,0,1,1
" ChromaticAberration,Tonemapping,Fog,Bloom,ReflectionProbe,ContactShadows,AmbientOcclusion,ScreenSpaceReflection,Vignette,ScreenSpaceRefraction ",45.31407,45.31407,45.31407,152.3726,56.40488,180.3516,21.10156,10.54688,90.95238,90.95238,90.95238,1,1,1,1,1,0,0,1,1,1,1,1,0
" Tonemapping,ScreenSpaceRefraction,WhiteBalance,Vignette,ChromaticAberration ",35.65266,55.10401,45.378335,152.937,56.405125,179.3516,18.669919999999998,13.02083,-72.619045,-72.619045,-72.85714,0,0,1,0,0,0,0,0,0,1,1,1,1
" Fog,ScreenSpaceRefraction,AmbientOcclusion,MotionBlur,ReflectionProbe ",29.9551,29.9551,29.9551,155.0368,56.34488,180.3516,22.0,11.06771,38.57143,38.57143,38.57143,1,0,0,0,1,0,1,1,0,1,0,0,0
" MotionBlur,Vignette,Fog,WhiteBalance,ReflectionProbe ",27.47162,27.47162,27.47162,155.5934,56.33518,180.3516,18.30078,9.635417,98.57143,98.57143,98.57143,0,0,0,0,1,0,1,1,0,0,0,1,1
" MicroShadowing,MotionBlur,ReflectionProbe,ScreenSpaceRefraction,ContactShadows ",58.88172,58.88172,58.88172,153.2351,56.45787,180.3516,17.36719,5.729167,82.38097,82.38097,82.38097,0,0,0,1,0,1,1,1,0,1,0,0,0
" ChromaticAberration,ContactShadows,Bloom,WhiteBalance,MicroShadowing ",59.07372,59.07372,59.07372,154.2125,56.45862,180.3516,22.24609,12.5,58.57143,58.57143,58.57143,0,1,1,1,0,1,0,0,0,0,0,0,1
" MicroShadowing,Vignette,MotionBlur,ReflectionProbe ",41.98875,41.98875,41.98875,157.363,56.39188,179.3516,19.82422,9.505208,-57.14286,-57.14286,-57.14286,0,0,0,0,0,1,1,1,0,0,0,1,0
" MicroShadowing,Tonemapping,Fog,Bloom,WhiteBalance ",27.9492,27.9492,27.9492,158.228,56.33704,179.3516,17.66406,11.06771,87.14286,87.14286,87.14286,0,1,0,0,1,1,0,0,0,0,1,0,1
" ScreenSpaceRefraction,Bloom,Fog,Tonemapping,ChromaticAberration ",34.945,34.945,34.945,157.948,56.36437,179.3516,22.51172,11.06771,85.2381,85.2381,85.2381,0,1,1,0,1,0,0,0,0,1,1,0,0
" Tonemapping,WhiteBalance,Bloom,AmbientOcclusion,ScreenSpaceReflection ",59.60648,59.60648,59.60648,157.7973,56.4607,180.3516,19.78516,11.58854,78.57143,78.57143,78.57143,1,1,0,0,0,0,0,0,1,0,1,0,1
" Vignette,MotionBlur,ChromaticAberration,WhiteBalance,ReflectionProbe ",60.00204,60.00204,60.00204,159.7999,56.46225,180.3516,17.73438,10.02604,-28.57143,-28.57143,-28.57143,0,0,1,0,0,0,1,1,0,0,0,1,1
" ChromaticAberration,Tonemapping,MotionBlur,WhiteBalance,ContactShadows ",58.19265,58.19265,58.19265,160.1315,56.45518,180.3516,22.27734,10.15625,-38.09524,-38.09524,-38.09524,0,0,1,1,0,0,1,0,0,0,1,0,1
" Tonemapping,AmbientOcclusion,ScreenSpaceReflection,ChromaticAberration,ReflectionProbe ",47.99639,47.99639,47.99639,164.6498,56.41535,180.3516,20.86328,11.58854,60.0,60.0,60.0,1,0,1,0,0,0,0,1,1,0,1,0,0
" Vignette,AmbientOcclusion,Fog,Bloom,ReflectionProbe ",56.0799,56.0799,56.0799,163.5983,56.44693,184.3516,18.75391,11.06771,-50.47619,-50.47619,-50.47619,1,1,0,0,1,0,0,1,0,0,0,1,0
" MotionBlur,Bloom,ChromaticAberration,MicroShadowing,Tonemapping,ReflectionProbe,ScreenSpaceReflection,ContactShadows ",48.31595,48.31595,48.31595,164.7045,56.4166,184.3516,22.39453,7.161458,74.28571,74.28571,74.28571,0,1,1,1,0,1,1,1,1,0,1,0,0
" Vignette,AmbientOcclusion,MicroShadowing,Bloom,Tonemapping ",49.66156,49.66156,49.66156,166.3151,56.42186,184.3516,20.71094,11.32813,-32.85714,-32.85714,-32.85714,1,1,0,0,0,1,0,0,0,0,1,1,0
" Vignette,Bloom,ReflectionProbe,ScreenSpaceRefraction,MotionBlur ",40.74515,40.74515,40.74515,166.4126,56.38703,184.3516,18.73438,9.765625,70.95239,70.95239,70.95239,0,1,0,0,0,0,1,1,0,1,0,1,0
" Vignette,ChromaticAberration,Tonemapping,ReflectionProbe,MicroShadowing ",52.92573,52.92573,52.92573,168.4781,56.43461,184.3516,17.35156,10.9375,-56.66667,-56.66667,-56.66667,0,0,1,0,0,1,0,1,0,0,1,1,0
" ContactShadows,ScreenSpaceReflection,WhiteBalance,AmbientOcclusion,Vignette ",59.10619,59.10619,59.10619,166.4281,56.45875,184.3516,22.41016,12.63021,-25.2381,-25.2381,-25.2381,1,0,0,1,0,0,0,0,1,0,0,1,1
" MicroShadowing,ScreenSpaceRefraction,ChromaticAberration,Vignette,ReflectionProbe ",59.98729,59.98729,59.98729,167.5185,56.46219,184.3516,22.43359,11.97917,63.33333,63.33333,63.33333,0,0,1,0,0,1,0,1,0,1,0,1,0
" ReflectionProbe,Vignette,WhiteBalance,Bloom,ScreenSpaceReflection ",60.0006,60.0006,60.0006,168.1056,56.46225,184.3516,19.90234,12.89063,-37.61905,-37.61905,-37.61905,0,1,0,0,0,0,0,1,1,0,0,1,1
" Bloom,WhiteBalance,ScreenSpaceReflection,ChromaticAberration,MotionBlur ",38.66796,38.66796,38.66796,171.7969,56.37891,184.3516,18.61328,13.80208,44.76191,44.76191,44.76191,0,1,1,0,0,0,1,0,1,0,0,0,1
" Fog,ScreenSpaceReflection,AmbientOcclusion,ReflectionProbe,Tonemapping,MotionBlur,WhiteBalance ",27.12453,27.12453,27.12453,172.5209,56.33382,184.3516,22.58594,9.635417,94.76192,94.76192,94.76192,1,0,0,0,1,0,1,1,1,0,1,0,1
" Fog,AmbientOcclusion,ScreenSpaceRefraction,Bloom,ReflectionProbe,ScreenSpaceReflection,MotionBlur ",33.2002,33.2002,33.2002,173.2184,56.35756,184.3516,17.78125,9.635417,-35.2381,-35.2381,-35.2381,1,1,0,0,1,0,1,1,1,1,0,0,0
" ReflectionProbe,WhiteBalance,Fog,MotionBlur,MicroShadowing ",27.5241,27.5241,27.5241,173.2289,56.33538,184.3516,20.48438,8.072917,-67.61905,-67.61905,-67.61905,0,0,0,0,1,1,1,1,0,0,0,0,1
" ScreenSpaceRefraction,ChromaticAberration,AmbientOcclusion,Vignette,Tonemapping ",42.65192,42.65192,42.65192,176.2954,56.39448,184.3516,22.42578,9.114583,-73.80952,-73.80952,-73.80952,1,0,1,0,0,0,0,0,0,1,1,1,0
" ScreenSpaceReflection,ScreenSpaceRefraction,Tonemapping,Bloom,MotionBlur,ReflectionProbe ",47.41539,47.41539,47.41539,176.4176,56.41308,184.3516,22.63672,11.06771,63.33333,63.33333,63.33333,0,1,0,0,0,0,1,1,1,1,1,0,0
" ScreenSpaceReflection,Bloom,ChromaticAberration,ScreenSpaceRefraction,ReflectionProbe ",49.06386,49.06386,49.06386,177.7328,56.41952,184.3516,19.08203,11.06771,-100.0,-100.0,-100.0,0,1,1,0,0,0,0,1,1,1,0,0,0
" ChromaticAberration,ScreenSpaceRefraction,MicroShadowing,Vignette,Bloom,Tonemapping ",51.11272,51.11272,51.11272,178.8791,56.42752,184.3516,22.80078,13.02083,-39.04762,-39.04762,-39.04762,0,1,1,0,0,1,0,0,0,1,1,1,0
" ReflectionProbe,ContactShadows,Fog,ChromaticAberration,AmbientOcclusion ",41.05444,41.05444,41.05444,140.6496,29.74623,184.3516,17.44141,12.23958,100.0,100.0,100.0,1,0,1,1,1,0,0,1,0,0,0,0,0
" WhiteBalance,ChromaticAberration,Vignette ",59.68831,59.68831,59.68831,147.1464,29.81903,184.3516,20.75391,10.80729,-100.0,-100.0,-100.0,0,0,1,0,0,0,0,0,0,0,0,1,1
" ScreenSpaceReflection,Tonemapping,ScreenSpaceRefraction,ReflectionProbe,ContactShadows ",60.00132,60.00132,60.00132,144.8657,29.82025,184.3516,22.53906,17.31771,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,1,0,0
" Vignette,ScreenSpaceRefraction,Fog,ContactShadows,ChromaticAberration ",31.37402,31.37402,31.37402,150.3324,29.70842,184.3516,20.33984,10.54688,-100.0,-100.0,-100.0,0,0,1,1,1,0,0,0,0,1,0,1,0
" Tonemapping,ChromaticAberration,ContactShadows,Fog,ReflectionProbe ",29.47297,29.47297,29.47297,152.9813,29.701,184.3516,19.07813,12.23958,-100.0,-100.0,-100.0,0,0,1,1,1,0,0,1,0,0,1,0,0
" MotionBlur,Bloom,ScreenSpaceRefraction,Vignette,ContactShadows ",59.22732,59.22732,59.22732,152.1698,29.81722,184.3516,20.01953,12.76042,-100.0,-100.0,-100.0,0,1,0,1,0,0,1,0,0,1,0,1,0
" ContactShadows,ReflectionProbe,AmbientOcclusion,WhiteBalance,MicroShadowing,Vignette,ScreenSpaceReflection ",49.68401,49.68401,49.68401,157.9163,29.77995,184.3516,18.26172,12.23958,-100.0,-100.0,-100.0,1,0,0,1,0,1,0,1,1,0,0,1,1
" Vignette,ReflectionProbe,WhiteBalance,ScreenSpaceReflection,ChromaticAberration ",60.00276,60.00276,60.00276,158.4272,29.82025,184.3516,22.57422,13.15104,-100.0,-100.0,-100.0,0,0,1,0,0,0,0,1,1,0,0,1,1
" MicroShadowing,ContactShadows,ChromaticAberration,AmbientOcclusion,ScreenSpaceRefraction ",59.57026,59.57026,59.57026,159.9685,29.81856,184.3516,17.39063,10.28646,-100.0,-100.0,-100.0,1,0,1,1,0,1,0,0,0,1,0,0,0
" Vignette,Tonemapping,ScreenSpaceReflection,ChromaticAberration ",58.85607,58.85607,58.85607,160.6183,29.81577,184.3516,17.80469,10.41667,-100.0,-100.0,-100.0,0,0,1,0,0,0,0,0,1,0,1,1,0
" ScreenSpaceReflection,Bloom,ReflectionProbe,ScreenSpaceRefraction,Fog,MicroShadowing,AmbientOcclusion,ChromaticAberration ",30.92433,30.92433,30.92433,171.2665,29.70667,184.3516,17.35156,9.765625,-100.0,-100.0,-100.0,1,1,1,0,1,1,0,1,1,1,0,0,0
" MicroShadowing,WhiteBalance,ScreenSpaceReflection,ChromaticAberration,AmbientOcclusion,Bloom ",34.22934,34.22934,34.22934,170.8594,29.71958,184.3516,20.80078,12.89063,-100.0,-100.0,-100.0,1,1,1,0,0,1,0,0,1,0,0,0,1
" Tonemapping,Vignette,MotionBlur,ScreenSpaceRefraction,ScreenSpaceReflection ",59.99628,59.99628,59.99628,170.1862,29.82023,184.3516,17.26172,10.15625,100.0,100.0,100.0,0,0,0,0,0,0,1,0,1,1,1,1,0
" ScreenSpaceRefraction,ScreenSpaceReflection,ContactShadows,AmbientOcclusion,WhiteBalance,Tonemapping,Fog,Vignette ",39.13174,39.13174,39.13174,173.0503,29.73873,184.3516,21.38281,8.333333,-100.0,-100.0,-100.0,1,0,0,1,1,0,0,0,1,1,1,1,1
" MicroShadowing,Fog,ContactShadows,Tonemapping,ChromaticAberration ",32.78613,41.32556,37.055845000000005,173.5991,29.730620000000002,184.3516,18.109375,10.15625,-100.0,-100.0,-100.0,0,0,1,1,1,1,0,0,0,0,1,0,0
" ChromaticAberration,MicroShadowing,Tonemapping,ContactShadows,AmbientOcclusion ",35.8396,60.00096,47.92028,172.4176,29.773055,184.3516,22.126955000000002,9.765625,-100.0,-100.0,-100.0,1,0,1,1,0,1,0,0,0,0,1,0,0
" ContactShadows,Bloom,MicroShadowing,ScreenSpaceReflection,AmbientOcclusion,ChromaticAberration ",46.82679,46.82679,46.82679,174.9662,29.76878,184.3516,21.48828,11.97917,-100.0,-100.0,-100.0,1,1,1,1,0,1,0,0,1,0,0,0,0
" Fog,ContactShadows,MicroShadowing,Vignette,AmbientOcclusion ",41.99246,41.99246,41.99246,175.5957,29.7499,184.3516,18.75391,12.10938,-100.0,-100.0,-100.0,1,0,0,1,1,1,0,0,0,0,0,1,0
" ScreenSpaceRefraction,ReflectionProbe,Tonemapping,ScreenSpaceReflection,WhiteBalance ",45.7844,59.68795,53.271816666666666,176.37070000000003,29.79396,184.3516,22.74479,10.80729,100.0,100.0,100.0,0,0,0,0,0,0,0,1,1,1,1,0,1
" ScreenSpaceRefraction,Fog,AmbientOcclusion,Vignette,WhiteBalance ",29.61287,29.61287,29.61287,177.756,29.70154,184.3516,20.53516,11.45833,-100.0,-100.0,-100.0,1,0,0,0,1,0,0,0,0,1,0,1,1
" ContactShadows,AmbientOcclusion,Tonemapping,MotionBlur,Bloom ",59.84476,59.84476,59.84476,177.6098,29.81964,184.3516,18.94922,12.5,-100.0,-100.0,-100.0,1,1,0,1,0,0,1,0,0,0,1,0,0
" ChromaticAberration,WhiteBalance,MicroShadowing,ReflectionProbe,ScreenSpaceReflection,Vignette ",48.58827,48.58827,48.58827,179.3914,29.77567,184.3516,17.28516,10.80729,100.0,100.0,100.0,0,0,1,0,0,1,0,1,1,0,0,1,1
" ContactShadows,AmbientOcclusion,Vignette,Bloom,Fog,MicroShadowing ",27.50086,27.50086,27.50086,179.5993,29.69329,184.3516,21.125,10.02604,-100.0,-100.0,-100.0,1,1,0,1,1,1,0,0,0,0,0,1,0
" ScreenSpaceRefraction,ReflectionProbe,ChromaticAberration,MotionBlur,Vignette,Tonemapping,MicroShadowing,Bloom ",57.39013,57.39013,57.39013,180.6725,29.81005,184.3516,19.80078,8.723958,-100.0,-100.0,-100.0,0,1,1,0,0,1,1,1,0,1,1,1,0
" Bloom,MicroShadowing,ScreenSpaceReflection,AmbientOcclusion,Vignette ",49.7312,49.7312,49.7312,142.2308,55.21452,184.3516,21.69531,13.93229,-100.0,-100.0,-100.0,1,1,0,0,0,1,0,0,1,0,0,1,0
" ChromaticAberration,Bloom,WhiteBalance,ScreenSpaceRefraction,ReflectionProbe ",51.46204,51.46204,51.46204,143.0926,55.22128,184.3516,21.14063,11.97917,100.0,100.0,100.0,0,1,1,0,0,0,0,1,0,1,0,0,1
" WhiteBalance,Bloom,Vignette,ScreenSpaceRefraction,MicroShadowing,ReflectionProbe ",35.93116,35.93116,35.93116,143.7344,55.16061,184.3516,19.22266,12.89063,100.0,100.0,100.0,0,1,0,0,0,1,0,1,0,1,0,1,1
" AmbientOcclusion,ScreenSpaceReflection,Fog,Tonemapping,ContactShadows ",28.83473,28.83473,28.83473,143.9176,55.13289,184.3516,22.84766,11.06771,-100.0,-100.0,-100.0,1,0,0,1,1,0,0,0,1,0,1,0,0
" MicroShadowing,MotionBlur,ChromaticAberration,ReflectionProbe,WhiteBalance ",58.38155,58.38155,58.38155,142.7892,55.24831,184.3516,19.98828,12.36979,-100.0,-100.0,-100.0,0,0,1,0,0,1,1,1,0,0,0,0,1
" ScreenSpaceRefraction,MicroShadowing,WhiteBalance,ChromaticAberration,ContactShadows,Tonemapping,MotionBlur ",55.01791,55.01791,55.01791,146.0709,55.23516,184.3516,19.14063,11.58854,-100.0,-100.0,-100.0,0,0,1,1,0,1,1,0,0,1,1,0,1
" AmbientOcclusion,ChromaticAberration,Tonemapping,WhiteBalance,Fog ",34.23837,34.23837,34.23837,146.7724,55.154,184.3516,17.59375,10.15625,100.0,100.0,100.0,1,0,1,0,1,0,0,0,0,0,1,0,1
" MotionBlur,ScreenSpaceRefraction,ChromaticAberration,AmbientOcclusion,Fog ",30.50994,30.50994,30.50994,146.7202,55.13943,184.3516,20.28906,11.84896,-100.0,-100.0,-100.0,1,0,1,0,1,0,1,0,0,1,0,0,0
" WhiteBalance,ScreenSpaceReflection,AmbientOcclusion,ReflectionProbe,ContactShadows,MicroShadowing ",49.00663,49.00663,49.00663,147.3572,55.21169,184.3516,19.84375,12.36979,100.0,100.0,100.0,1,0,0,1,0,1,0,1,1,0,0,0,1
" ReflectionProbe,ScreenSpaceRefraction,MicroShadowing,MotionBlur,Fog ",26.06991,26.06991,26.06991,147.6311,55.12209,185.3516,17.89844,10.15625,-100.0,-100.0,-100.0,0,0,0,0,1,1,1,1,0,1,0,0,0
" ScreenSpaceReflection,MotionBlur,ChromaticAberration,Tonemapping,ScreenSpaceRefraction ",38.47545,38.47545,38.47545,148.074,55.17055,185.3516,20.90234,8.854167,-100.0,-100.0,-100.0,0,0,1,0,0,0,1,0,1,1,1,0,0
" ReflectionProbe,Fog,Tonemapping,ChromaticAberration,ScreenSpaceRefraction,MicroShadowing,Bloom,WhiteBalance,AmbientOcclusion ",35.10706,35.10706,35.10706,148.4604,55.15739,185.3516,17.89453,10.80729,-100.0,-100.0,-100.0,1,1,1,0,1,1,0,1,0,1,1,0,1
" MotionBlur,ChromaticAberration,Bloom,WhiteBalance,Tonemapping,ContactShadows ",58.1693,58.1693,58.1693,147.6756,55.24747,185.3516,21.99609,9.895833,-100.0,-100.0,-100.0,0,1,1,1,0,0,1,0,0,0,1,0,1
" ScreenSpaceReflection,WhiteBalance,ReflectionProbe,MicroShadowing,MotionBlur,Fog ",41.83155,41.83155,41.83155,149.6707,55.18366,185.3516,20.83984,9.244792,100.0,100.0,100.0,0,0,0,0,1,1,1,1,1,0,0,0,1
" WhiteBalance,Fog,Vignette,MicroShadowing,MotionBlur ",28.25114,28.25114,28.25114,149.7056,55.13061,185.3516,17.73828,9.375,-100.0,-100.0,-100.0,0,0,0,0,1,1,1,0,0,0,0,1,1
" WhiteBalance,ContactShadows,ReflectionProbe,Vignette,AmbientOcclusion ",42.38617,42.38617,42.38617,151.2601,55.18582,185.3516,17.15625,12.10938,100.0,100.0,100.0,1,0,0,1,0,0,0,1,0,0,0,1,1
" Tonemapping,ReflectionProbe,ScreenSpaceReflection,MotionBlur,Fog ",30.02624,30.02624,30.02624,151.8999,55.13754,185.3516,19.93359,12.36979,100.0,100.0,100.0,0,0,0,0,1,0,1,1,1,0,1,0,0
" AmbientOcclusion,ChromaticAberration,ReflectionProbe,Tonemapping,Vignette ",59.2575,59.2575,59.2575,151.0752,55.25173,185.3516,18.80469,11.71875,100.0,100.0,100.0,1,0,1,0,0,0,0,1,0,0,1,1,0
" ChromaticAberration,ScreenSpaceRefraction,Tonemapping,Bloom,ContactShadows,Fog ",32.65722,32.65722,32.65722,153.1603,55.14782,185.3516,22.66406,9.505208,-100.0,-100.0,-100.0,0,1,1,1,1,0,0,0,0,1,1,0,0
" Tonemapping,ReflectionProbe,Bloom,ScreenSpaceRefraction ",59.99808,59.99808,59.99808,152.8309,55.25462,185.3516,20.39844,14.19271,100.0,100.0,100.0,0,1,0,0,0,0,0,1,0,1,1,0,0
" ReflectionProbe,ScreenSpaceReflection,ChromaticAberration,MotionBlur,Vignette ",46.99601,46.99601,46.99601,153.5396,55.20383,185.3516,18.90625,11.32813,100.0,100.0,100.0,0,0,1,0,0,0,1,1,1,0,0,1,0
" MicroShadowing,WhiteBalance,AmbientOcclusion,ChromaticAberration,Tonemapping,Bloom,ScreenSpaceRefraction,ContactShadows ",32.28545,32.28545,32.28545,153.8544,55.14637,185.3516,17.71484,11.06771,-100.0,-100.0,-100.0,1,1,1,1,0,1,0,0,0,1,1,0,1
" MicroShadowing,Bloom,ReflectionProbe,Vignette,MotionBlur ",59.99916,59.99916,59.99916,154.0162,55.25462,185.3516,22.62109,9.635417,100.0,100.0,100.0,0,1,0,0,0,1,1,1,0,0,0,1,0
" ChromaticAberration,WhiteBalance,ReflectionProbe,Vignette,ScreenSpaceRefraction,MotionBlur,Tonemapping ",56.02995,56.02995,56.02995,155.8959,55.23912,185.3516,21.47266,13.02083,100.0,100.0,100.0,0,0,1,0,0,0,1,1,0,1,1,1,1
" AmbientOcclusion,MicroShadowing,WhiteBalance,MotionBlur ",59.99736,59.99736,59.99736,154.081,55.25462,185.3516,18.85547,9.505208,-100.0,-100.0,-100.0,1,0,0,0,0,1,1,0,0,0,0,0,1
" WhiteBalance,Vignette,Bloom,Tonemapping,ScreenSpaceRefraction,ScreenSpaceReflection ",60.00168,60.00168,60.00168,156.024,55.25463,185.3516,19.73438,10.02604,100.0,100.0,100.0,0,1,0,0,0,0,0,0,1,1,1,1,1
" MicroShadowing,ScreenSpaceRefraction,Bloom,ScreenSpaceReflection,Fog ",45.24293,45.24293,45.24293,158.1796,55.19698,185.3516,17.39063,9.375,-100.0,-100.0,-100.0,0,1,0,0,1,1,0,0,1,1,0,0,0
" Tonemapping,Bloom,ScreenSpaceRefraction,ContactShadows,Vignette ",58.13311,58.13311,58.13311,156.1152,55.24733,185.3516,21.12891,12.10938,100.0,100.0,100.0,0,1,0,1,0,0,0,0,0,1,1,1,0
